season no.,episode no.,episode name,name,line
2,5,Get Schwifty,Nathan,DIIIIEEEE
2,5,Get Schwifty,President,Why didnt he turn into a snake
2,5,Get Schwifty,Rick,"Trade secret, Mr. President. Particle beam in a wristwatch snake holster on the leg."
2,5,Get Schwifty,President,I love this man
2,5,Get Schwifty,Ice-T,"Magnesium-J, Hydrogen-F. Father."
2,5,Get Schwifty,Ice-T,I have changed. I am ready to rejoin my brethren on Alphabetrium.
2,8,Interdimensional Cable 2  Tempting Fate,Rick,Dont worry about Jerry. Hes gonna be fine.You hear me Jerry Youre gonna be fine
2,8,Interdimensional Cable 2  Tempting Fate,Morty,Woahh
2,8,Interdimensional Cable 2  Tempting Fate,Rick,"ooo... Watch out for that stuff. Itll stain if it gets on your clothes, and itll send into a murderous rage if it gets in your eyes or mouth."
2,8,Interdimensional Cable 2  Tempting Fate,Beth,Why would you keep mutant bacteria in a pint of Cherry Garcia
2,8,Interdimensional Cable 2  Tempting Fate,Rick,"I know this isnt the time, but, you know, technically the second freezer drawer is mine."
2,8,Interdimensional Cable 2  Tempting Fate,Beth,Not anymore.
2,8,Interdimensional Cable 2  Tempting Fate,Rick,Youre overreacting
2,8,Interdimensional Cable 2  Tempting Fate,Rick,"Alright fine, but youre not touching my CRISPR."
2,8,Interdimensional Cable 2  Tempting Fate,Summer,Is he going to die
2,8,Interdimensional Cable 2  Tempting Fate,Rick,What Every hospital claims to have the best doctor in the galaxy. Its like those pizza places that claim to have the best pizza in the world. What- Do you think they have pizza contests Have you ever been to a pizza contest
2,8,Interdimensional Cable 2  Tempting Fate,Beth,"Go in the waiting room, Dad."
2,8,Interdimensional Cable 2  Tempting Fate,Rick,"Fine  Excuse me. Coming through. What are you here for- Just kidding, I dont care. Well this wont do."
2,8,Interdimensional Cable 2  Tempting Fate,Rick,A sequel.
2,8,Interdimensional Cable 2  Tempting Fate,Rick,"Yeah me neither, we pretty much nailed it the first time."
2,8,Interdimensional Cable 2  Tempting Fate,Announcer,Eye-holes Get them today IKEA.
2,8,Interdimensional Cable 2  Tempting Fate,Rick,"You gotta be careful Morty, if that guy catches you with a box of his eye-holes he comes bursting in through a window and just starts kicking the shit outta you. But its worth the risk, they melt in your mouth Morty Theyre delicious."
2,8,Interdimensional Cable 2  Tempting Fate,Beth,"I cant believe youre explaining alien cereal, were worried about Jerry."
2,8,Interdimensional Cable 2  Tempting Fate,Rick,"Well youre thirty-nine years too late, or however old he is. Is he fifty Oh man, Beth is, is Jerry fifity"
2,8,Interdimensional Cable 2  Tempting Fate,Jerry,Where am I
2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,"Relax Mr. Smith, youre in an alien hospital. I mean to you its an alien hospital, to me youre just in a hospital. Theres another matter we need to discuss with you."
2,8,Interdimensional Cable 2  Tempting Fate,Jerry,My goodness.
2,8,Interdimensional Cable 2  Tempting Fate,Jerry,I see-WAIT What
2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,"Its perfect The configuration of veins, the ratio of thickness to elasticity, the delicate asymmetry of what you call your balls. With relatively few adjustments, your genitals can be molded into a working heart for the most important man in the universe"
2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Yeah, but, I mean-"
2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Alright Thats enough. Youre talking about my species We understand genocide, we do it sometimes"
2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Yes I will Thats right, assholes, take my penis, TAKE IT ALL And tell Shrimply Pimples that when the galaxy came calling Jerry Smith from Earth didnt flinch"
2,8,Interdimensional Cable 2  Tempting Fate,Rick,"Hey, whats wrong Morty Oh, youre worried about your dad, huh"
2,8,Interdimensional Cable 2  Tempting Fate,Morty,"Huh Uh, no no no, Im-Im just looking at that lady getting coffee. Whats up with her face Is she a human or is she like Worf. You know Worf, from Star Trek, where he has the shit all over his face but hes just a human in a costume, you know"
2,8,Interdimensional Cable 2  Tempting Fate,Rick,Morty lets-lets see what else is on.
2,8,Interdimensional Cable 2  Tempting Fate,Morty,Okay.
2,8,Interdimensional Cable 2  Tempting Fate,Morty,Whoa Look Its that lady with all that shit on her face like Worf from Star Trek That was getting coffee How did she get there
2,8,Interdimensional Cable 2  Tempting Fate,Rick,"Oh, man Morty. How DID she get there"
2,8,Interdimensional Cable 2  Tempting Fate,Beth,Is that something we should be concerned about
2,8,Interdimensional Cable 2  Tempting Fate,Rick,Just stay away from the coffee machine.
2,8,Interdimensional Cable 2  Tempting Fate,Announcer,"In a world, where there are eight Jan-Michael Vincents."
2,8,Interdimensional Cable 2  Tempting Fate,Announcer,And sixteen quadrants. Theres only enough time for a Jan-Michael Vincent to make it to a quadrant. He cant be in two quadrants at once.
2,8,Interdimensional Cable 2  Tempting Fate,Morty,"Rick, who-who is Jan-Michael Vincent"
2,8,Interdimensional Cable 2  Tempting Fate,Rick,"Oh man, Im trying to remember Morty."
2,8,Interdimensional Cable 2  Tempting Fate,Announcer,Jan-Michael Vincents are used up.
2,8,Interdimensional Cable 2  Tempting Fate,Morty,Is it important that we know who Jan-Michael Vincent is in order to get this
2,8,Interdimensional Cable 2  Tempting Fate,Rick,Nope.
2,8,Interdimensional Cable 2  Tempting Fate,Announcer,"This January, Its time to Mike down your Vincents. Jan Quadrant Vincent 16."
2,8,Interdimensional Cable 2  Tempting Fate,Rick,Thats Jan-Michaels.
2,8,Interdimensional Cable 2  Tempting Fate,Morty,"Excuse me, nurse, can you take my temperature Because I think I have Jan Quadrant Vincent fever over here."
2,8,Interdimensional Cable 2  Tempting Fate,Rick,"All right, Morty youve done it"
2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,"So, well be detaching your sexual organ at the base by making incisions here,here, and here."
2,8,Interdimensional Cable 2  Tempting Fate,Jerry,Got it.
2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,Leaving a partial length of severed urethra to be threaded through-
2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Oh, you know what, I gotta laugh at myself here Im having a little laugh at myself because I just realized I havent run this whole decision past my wife."
2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,"Oh, do you think shell be okay with this"
2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Oh, absolutely. Beth is automatically on board, always, with every decision I make."
2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,Smith family
2,8,Interdimensional Cable 2  Tempting Fate,Beth,Yes
2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,I wanted to let you all know that Jerry is doing just fine.
2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,"But, ah, Mrs. Smith, could you come with me"
2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Hi, honey, so, heres the thing-these guys-they want to completely remove my penis and use it as an aliens heart, and we just need you to sign off on it."
2,8,Interdimensional Cable 2  Tempting Fate,Beth,WHAT
2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Uh-oh, maybe we have a problem here after all guys. Yikes."
2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,"His penis will be replaced with a sophisticated prosthetic, now theres a wide range of options to chose from, theyre all in this catalog."
2,8,Interdimensional Cable 2  Tempting Fate,Beth,"I dont care about prosthetics, this is insane What do you people think youre doing"
2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,"I understand your feelings, Mrs. Smith."
2,8,Interdimensional Cable 2  Tempting Fate,Beth,"Oh, I dont think you do. I bring my husband in for emergency medical treatment, hes gone an hour, and now you want his PENIS, and you hand me some... catalog. Its--Its--Its--Its, I mean."
2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Sheesh, well, there you go. Sorry. I know its hard to understand but on Earth, love comes first."
2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,"There are those that believe, Mr. Smith, that Shrimply Pibbles represents love between all life. That his fate will determine the fate of hundreds of billions of sentient life forms."
2,8,Interdimensional Cable 2  Tempting Fate,Beth,"Woah Woah. So, billions of life forms"
2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,Hundreds of billions.
2,8,Interdimensional Cable 2  Tempting Fate,Beth,"I mean, Jerry, y-you didnt explain the full gravity of the situation."
2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Uh, well, Beth, I dont think your decision should be based on politics. Who could argue with a wifes decision to keep her LOVER INTACT."
2,8,Interdimensional Cable 2  Tempting Fate,Beth,"Well I dont think thats fair at all, Jerry. At all. In fact, I think this whole paradigm has sexist overtones."
2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Beth, can we talk about this privately"
2,8,Interdimensional Cable 2  Tempting Fate,Beth,"You know, I think, the bottom line is, Jerry, if you want to keep your penis, you should say, out loud, I prefer to keep my penis."
2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"But, Beth, what kind of man would say something like that if the universe needed his penis"
2,8,Interdimensional Cable 2  Tempting Fate,Beth,"Well, Jerry, what kind of wife would I be if I did anything to stand in your way"
3,1,The Rickshank Rickdemption,Rick,"Anyway, thats how I escaped from space prison Oh, scary place."
3,1,The Rickshank Rickdemption,Morty,"Wow, Rick Thats -- Thats one -- one heck of a story. I sure do wish I could have been there to see it happen."
3,1,The Rickshank Rickdemption,Rick,"Oh, come on. Who wants to watch a mad scientist use handmade sci-fi tools to take out highly trained alien guards when we can sit here and be a family at Shoneys"
3,1,The Rickshank Rickdemption,Beth,"Dad, its great to have you back, no matter where we are, but wouldnt you like to go home"
3,1,The Rickshank Rickdemption,Rick,"Emotionally speaking, honey, Shoneys is my home."
3,1,The Rickshank Rickdemption,Jerry,"Yeah, but you just got out of prison. I mean, how much of a step up from that is --"
3,1,The Rickshank Rickdemption,Rick,"Jerry, get out of the booth, take all your clothes off, and fold yourself 12 times."
3,1,The Rickshank Rickdemption,Jerry,You got it.
3,1,The Rickshank Rickdemption,Rick,"Six folds, huh W-W-What, have you guys got me in a Series 9000 You cheap insect fucks didnt think I was worth your best equipment"
3,1,The Rickshank Rickdemption,Cornvelious Daniel,"Man, I told the money bugs. I said, You know who this guy is, right You want me to get intel out of the smartest mammal in the galaxy, you better give me a decent brainalyzer."
3,1,The Rickshank Rickdemption,Rick,"Well, you might as well order some pancakes, because I dont see the need to leave this part of my brain."
3,1,The Rickshank Rickdemption,Cornvelious Daniel,"Oh, I think you do. Eventually, youre either gonna relax your cerebellum."
3,1,The Rickshank Rickdemption,Rick,Shoneys.
3,1,The Rickshank Rickdemption,Cornvelious Daniel,Or the Series 9000 is going to turn it into mush.
3,1,The Rickshank Rickdemption,Rick,Relaxed enough
3,1,The Rickshank Rickdemption,Cornvelious Daniel,"I admire you, Rick--"
3,1,The Rickshank Rickdemption,Cornvelious Daniel,When I--
3,1,The Rickshank Rickdemption,Cornvelious Daniel,"Rick, heres--"
3,1,The Rickshank Rickdemption,Jerry,"I tell ya, the Galactic Federation taking over Earth -- best thing thats ever happened to this family. I just got my sixth promotion this week, and I still dont know what I do."
3,1,The Rickshank Rickdemption,Summer,Who cares how high they promote you Everyone just gets paid in pills.
3,1,The Rickshank Rickdemption,Jerry,"Well, when youre not sure what you do for a living, you can make your own rules."
3,1,The Rickshank Rickdemption,Beth,"Summer, show your father some respect. Hes pulling down a six-chewable figure income."
3,1,The Rickshank Rickdemption,Morty,"I kind of had big pills for lunch, and I  wasnt gonna eat any more pills.  Thank you, Conroy."
3,1,The Rickshank Rickdemption,Jerry,"You spoil us, Conroy."
3,1,The Rickshank Rickdemption,Summer,Grandpa Rick wouldnt put up with this
3,1,The Rickshank Rickdemption,Beth,Stop saying his name He abandoned us.
3,1,The Rickshank Rickdemption,Jerry,Willem Dafoe Th-Thats the guy I couldnt think of this morning.
3,1,The Rickshank Rickdemption,Beth,"Dont make my mistake, Summer. Dont deify the people that leave you. Youll end up a horse surgeon in a world controlled by aliens whose medicine keeps horses  healthy forever.  Horses live longer than tortoises now. Is that what you want for yourself"
3,1,The Rickshank Rickdemption,Summer,Maybe I just want you to care if I run away yelling
3,1,The Rickshank Rickdemption,Jerry,Ooh
3,1,The Rickshank Rickdemption,Rick,"Oh, any particular ones You want to see my first boner, or should we go straight to the moment I discovered interdimensional travel"
3,1,The Rickshank Rickdemption,Rick," Ooh, your little flappy doodles are twitching. Does that mean youre aroused, or did you just get a signal that one of your buddies found a grape"
3,1,The Rickshank Rickdemption,Cornvelious Daniel,"Its arousal. Yes, Id like very much to visit the memory of you inventing your portal gun."
3,1,The Rickshank Rickdemption,Rick,"Yeah, well, tough titties."
3,1,The Rickshank Rickdemption,Rick,"Well, that depends on who breaks first -- me or the titty."
3,1,The Rickshank Rickdemption,Cornvelious Daniel,Someone special you remember Is that your memory of her out there -- between where you were on 9/11 and your favorite sports blooper
3,1,The Rickshank Rickdemption,Cornvelious Daniel,"If we stay here, youll die, along with all your memories. If you take me where I want to go shell be there, too, wont she"
3,1,The Rickshank Rickdemption,Rick,The day I invented the portal gun is the day I lost her.
3,1,The Rickshank Rickdemption,Cornvelious Daniel,"Oh, that sounds cool. I can get what I want and you can say goodbye."
3,1,The Rickshank Rickdemption,Rick,"Fine, but Im driving."
3,1,The Rickshank Rickdemption,Morty,Huh What are you -- What are you doing
3,1,The Rickshank Rickdemption,Summer,"Grandpa Rick must have some secret lab, right With, like, laser guns and jets packs and a space tank And we can go break him out of prison Look at these dead flies Maybe if we arrange them in a certain order, it plays a hologram or it opens a secret door."
3,1,The Rickshank Rickdemption,Morty,"Summer, youre freaking me out. I know things have changed a lot, and I know you miss Rick, but getting him back wouldnt make things better. And, you know, were not doing so bad."
3,1,The Rickshank Rickdemption,Summer,"Were miserable, Morty Theres a mandatory curfew, their weird calendar made me 47, and they weaponized the Eiffel Tower"
3,1,The Rickshank Rickdemption,Morty,"Hey, I like being 35. I-I can rent a car now."
3,1,The Rickshank Rickdemption,Summer,"Because you suck Youve been keeping your lip zipped about it since Grandpa got arrested, but the fact is, youre freaking stoked to bail on him."
3,1,The Rickshank Rickdemption,Morty,"He bails on everybody He bailed on Mom when she was a kid He -- He bailed on tiny planet And in case I never made this clear to you, Summer, he bailed on you. He left you to rot in a world that he ruined because he doesnt care Because nobodys special to him, Summer, not even himself. So, if you really want your grandpa back, grab a shovel. The one that wont let you down is buried in your backyard"
3,1,The Rickshank Rickdemption,Summer,Youre right
3,1,The Rickshank Rickdemption,Morty,"What No, Im not right. I-I was using ghoulish overkill Ghoulish overkill, Summer"
3,1,The Rickshank Rickdemption,Morty,"Oh, God Oh, God Whoa, whoa"
3,1,The Rickshank Rickdemption,Cornvelious Daniel,Where are we going
3,1,The Rickshank Rickdemption,Rick,To the day it all began and ended. The moment that changed everything.
3,1,The Rickshank Rickdemption,Rick,"Yeah, Id like to get a 10-piece McNugget and a bunch of the Szechuan sauce. Like, as much as youre allowed to give me. In 1998, they had this promotion for the Disney film Mulan, where they -- where they -- they created a new sauce for the McNuggets called Szechuan sauce, and its delicious And then they got rid of it, and now its gone. This is the only place were gonna be able to try it, is in my memory."
3,1,The Rickshank Rickdemption,Cornvelious Daniel,"Rick, youre doing this bit while your brain is melting."
3,1,The Rickshank Rickdemption,Rick,"Okay. All right, all right."
3,1,The Rickshank Rickdemption,Cornvelious Daniel,Is that--
3,1,The Rickshank Rickdemption,Rick,Me. I used to wear blue pants.
3,1,The Rickshank Rickdemption,Cornvelious Daniel,Whend you make the leap to interdimensional travel
3,1,The Rickshank Rickdemption,Rick,I didnt. I did.
3,1,The Rickshank Rickdemption,Young Rick,What
3,1,The Rickshank Rickdemption,Morty,"Summer, nobody has to know about that. We could put it right back and pretend we never saw it, like we did with Dads mannequin leg."
3,1,The Rickshank Rickdemption,Summer,"Fine, stay here. Ill rescue Grandpa myself."
3,1,The Rickshank Rickdemption,Morty,And how are you gonna do that
3,1,The Rickshank Rickdemption,Summer,I dont know yet. Ill make it up as I go. Thats what Grandpa Rick does. Thats what heroes do.
3,1,The Rickshank Rickdemption,Morty,"Y-You want to see what a hero Rick is I-Ill bring you somewhere, Summer. Um-"
3,1,The Rickshank Rickdemption,Summer,What is this place And whats with Hunger Games Summer
3,1,The Rickshank Rickdemption,Morty,Thats my sister. This used to be my home.
3,1,The Rickshank Rickdemption,Young Rick,Sounds lonely.
3,1,The Rickshank Rickdemption,Young Rick,"Eh, pass."
3,1,The Rickshank Rickdemption,Young Rick,"A different kind of Rick, I guess."
3,1,The Rickshank Rickdemption,Young Rick,"Sort of. I just took a long look at myself, and I dont think this science thing is gonna pay off."
3,1,The Rickshank Rickdemption,Young Rick,"That, Dianne, is the last great idea that will ever be had in this garage."
3,1,The Rickshank Rickdemption,Summer,"Good roasted Cronenberg, I assume. Mom, youre looking feral. I cant believe Rick did this."
3,1,The Rickshank Rickdemption,Morty,"These are the parts of Ricks adventures you dont get to see -- the parts he leaves behind. All right, its been great, guys. I really only wanted to stop by here for a quick I told ya so. So, uh--"
3,1,The Rickshank Rickdemption,Morty,What are you doing with that
3,1,The Rickshank Rickdemption,Morty,No Why Why would you do that W-W-What is the matter with you people
3,1,The Rickshank Rickdemption,Morty,Hold your fire Hold your fire Im Morty C-137.
3,1,The Rickshank Rickdemption,Summer,Hes in prison.
3,1,The Rickshank Rickdemption,Morty,Summer.
3,1,The Rickshank Rickdemption,Summer,He got captured by the Federation and we were going to rescue him.
3,1,The Rickshank Rickdemption,Summer,Boo-yah
3,1,The Rickshank Rickdemption,Summer,Boo-nah
3,1,The Rickshank Rickdemption,Young Rick,"Come on, girls The ice creams gonna melt."
3,1,The Rickshank Rickdemption,Young Rick,Nooooooo
3,1,The Rickshank Rickdemption,Cornvelious Daniel,Wow. This sauce is fucking amazing. You said it was promoting a movie
3,1,The Rickshank Rickdemption,Young Rick,"Carry the three, add a two. I got it. I fucking got it."
3,1,The Rickshank Rickdemption,Cornvelious Daniel,"Whoa. I-Is that it, the portal gun"
3,1,The Rickshank Rickdemption,Rick,Yeah. Thats the three lines of math that separates my life as a man from my life as an unfeeling ghost.
3,1,The Rickshank Rickdemption,Cornvelious Daniel,"Awesome-possum.  Mission Control, you getting this"
3,1,The Rickshank Rickdemption,Cornvelious Daniel,"Yeah Thanks, Rick. Ill try to remember to shut off the brainalyzer. Actually, I think it shuts off automatically once your brain is liquid. Dont know, dont care. Pull me out.  Hey, pull me out Can you hear me"
3,1,The Rickshank Rickdemption,Rick,"Nope, they cannot."
3,1,The Rickshank Rickdemption,Cornvelious Daniel,Why not
3,1,The Rickshank Rickdemption,Rick,"Because the code you just uploaded wasnt actually my portal-gun formula, it was a virus giving me full control over the brainalyzer."
3,1,The Rickshank Rickdemption,Cornvelious Daniel,What are you talking about This is a memory. Y-You cant alter details of a memory.
3,1,The Rickshank Rickdemption,Rick,"True, but you can alter anything you want about a totally fabricated origin story."
3,1,The Rickshank Rickdemption,Cornvelious Daniel,Its a trap Abort Im still in his Shoneys Repeat -- we never left his Shoneys
3,1,The Rickshank Rickdemption,Rick,"Mission accomplished, boys. Pull me out."
3,1,The Rickshank Rickdemption,Rick,"Okay, have fun in whats left of my brain. Im gonna transfer to yours. Oh, theres not enough room for all my genius, so Im leaving you with my fear of wicker furniture, my desire to play the trumpet, my tentative plans to purchase a hat, and six years of improv workshops. Comedy comes in threes."
3,1,The Rickshank Rickdemption,Cornvelious Daniel,Its a trap Abort We never left his --   No
3,1,The Rickshank Rickdemption,Summer,A city of Grandpas
3,1,The Rickshank Rickdemption,Morty,Its the Citadel of Ricks. All the different Ricks from all the different realities got together to hide here from the government.
3,1,The Rickshank Rickdemption,Summer,"But if every Rick hates the government, why would they hate Grandpa"
3,1,The Rickshank Rickdemption,Morty,Because Ricks hate themselves the most. And our Rick is the most himself.
3,1,The Rickshank Rickdemption,Riq IV,"Operating an unregistered portal gun, radicalizing a Summer, conspiring with a traitorous Rick. How do you plead"
3,1,The Rickshank Rickdemption,Morty,How is this a fair trial O-Our lawyer is a Morty.
3,1,The Rickshank Rickdemption,Riq IV,"Its not fair, you have no rights, and hes not a lawyer. We just keep him here because hes fun. Look at him go."
3,1,The Rickshank Rickdemption,Riq IV,"Well be lenient if you renounce your Rick. What say you, Summer"
3,1,The Rickshank Rickdemption,Summer,"I say fuck you My grandpa was my hero. You killed him because you were jealous of him. Thats pretty obvious from the haircuts. So do what you want to me, but let my brother go. He already renounced Rick."
3,1,The Rickshank Rickdemption,Riq IV,Morty
3,1,The Rickshank Rickdemption,Morty,"What N-No, I dont want to see your Pog collection. I dont renounce Rick, and I never have. I was just trying to protect my sister. I wanted you to have a normal life. Thats something you cant have when Rick shows up. Everything real turns fake. Everything right is wrong. All you know is that you know nothing and he knows everything. And, well -- well, hes not a villain, Summer, but he shouldnt be your hero. Hes more like a demon or a super fucked up god."
3,1,The Rickshank Rickdemption,Riq IV,"Lets not suck the ghost of his dick too hard. He was a terrorist, and now hes dead."
3,1,The Rickshank Rickdemption,Morty,"Oh, yeah If you think my Ricks dead, hes alive. And if you think youre safe, hes coming for you"
3,1,The Rickshank Rickdemption,Riq IV,"All right, calm down We have his Summer as a hostage. Obviously, I get her. You guys play Rick, Laser, Scissors for the Morty."
3,1,The Rickshank Rickdemption,Summer,Grandpa Rick
3,1,The Rickshank Rickdemption,Rick,Duh
3,1,The Rickshank Rickdemption,Summer,Youre alive
3,1,The Rickshank Rickdemption,Morty,Rick
3,1,The Rickshank Rickdemption,Rick,"Morty, take this. Youre gonna need it later."
3,1,The Rickshank Rickdemption,Riq IV,"Thats enough, Rick."
3,1,The Rickshank Rickdemption,Rick,What -- Whats this supposed to accomplish We have infinite grandkids. Youre trying to use Disney bucks at a Caesars Palace here.
3,1,The Rickshank Rickdemption,Summer,"Thats a bluff. Hes bluffing, sir. He loves me."
3,1,The Rickshank Rickdemption,Riq IV,"Youre a rogue Rick -- irrational, passionate. You love your grandkids. You came to rescue them."
3,1,The Rickshank Rickdemption,Rick,"I came to kill you, bro. Thats not even my original Summer."
3,1,The Rickshank Rickdemption,Summer,"Oh, my God. Hes not bluffing. Hes not bluffing"
3,1,The Rickshank Rickdemption,Morty,R-Rick
3,1,The Rickshank Rickdemption,Riq IV,Why not shoot through her
3,1,The Rickshank Rickdemption,Rick,"20 yards, nine-gauge plasma pistol, My first shot would liquify her insides and injure you, second shot adds recoil. The risk to me is minimized if I wait for you to shoot her, which Im encouraging you to do."
3,1,The Rickshank Rickdemption,Summer,What the fuck
3,1,The Rickshank Rickdemption,Rick,"Or let her go, which I will reward with a quicker death."
3,1,The Rickshank Rickdemption,Riq IV,Because you love her
3,1,The Rickshank Rickdemption,Rick,"Because its incentive for you to give me my cleanest shot, which will be your least painful death. But if you want to die slower than that, Im super into it. All you got to do to get that started is kill the girl."
3,1,The Rickshank Rickdemption,Summer,I hate you
3,1,The Rickshank Rickdemption,Rick,"Not an issue, sweetie."
3,1,The Rickshank Rickdemption,Morty,"Thats enough Drop the gun, Rick"
3,1,The Rickshank Rickdemption,Rick,"Morty, I know youre too stupid to get this, but youre really fuckin this up right now."
3,1,The Rickshank Rickdemption,Morty,Im not letting you let my sister die Drop the gun
3,1,The Rickshank Rickdemption,Rick,"I wasnt gonna let her die, you fuckin moron"
3,1,The Rickshank Rickdemption,Riq IV,Ha
3,1,The Rickshank Rickdemption,Summer,Aww.
3,1,The Rickshank Rickdemption,Rick,The point is he thought I was going to.
3,1,The Rickshank Rickdemption,Riq IV,"I totally did, by the way. Youre a fucking moron, Morty."
3,1,The Rickshank Rickdemption,Summer,"Morty, you fucking idiot"
3,1,The Rickshank Rickdemption,Rick,"Youre a serious fuckin idiot, Morty You basically killed us all Youre the worst Youre as dumb as a bag of sand."
3,1,The Rickshank Rickdemption,Morty,"Whos stupid now, bitch"
3,1,The Rickshank Rickdemption,Summer,"Morty, we just got him back"
3,1,The Rickshank Rickdemption,Riq IV,"That was amazing, Morty. Oh, my God. Wow. Okay, lets wrap this-"
3,1,The Rickshank Rickdemption,Rick,"Good job, Morty. Lets go, kids."
3,1,The Rickshank Rickdemption,Summer,What What happened
3,1,The Rickshank Rickdemption,Rick,Oldest Rick trick in the book.
3,1,The Rickshank Rickdemption,Summer,"Fake gun, shoot me in standoff. Brilliant."
3,1,The Rickshank Rickdemption,Morty,"Ha, yeah. G-Good thing I saw that note."
3,1,The Rickshank Rickdemption,Summer,Cant we just portal home
3,1,The Rickshank Rickdemption,Rick,Not until I finish what I started. And that is how you get level-nine access without a password.
3,1,The Rickshank Rickdemption,Rick,"Employee of the month, ladies and gentlemen."
3,1,The Rickshank Rickdemption,Morty,"So, what are you doing with level-nine access anyways"
3,1,The Rickshank Rickdemption,Rick,Destroying the  galactic government.
3,1,The Rickshank Rickdemption,Summer,Are you going to set all their nukes to target each other
3,1,The Rickshank Rickdemption,Morty,"Ooh, or -- or reprogram their military portals to disintegrate their entire space fleet"
3,1,The Rickshank Rickdemption,Rick,"Good pitches, kids. Im almost proud. But watch closely as Grandpa topples an empire by changing a one to a zero."
3,1,The Rickshank Rickdemption,Mr. Goldenfold,No longer will the insects have domain over surface world
3,1,The Rickshank Rickdemption,Beth,"Jerry, what the hell is happening"
3,1,The Rickshank Rickdemption,Jerry,The galactic government collapsed.
3,1,The Rickshank Rickdemption,Beth,Are you okay
3,1,The Rickshank Rickdemption,Jerry,"Look, I-Im not proud to share this, but the truth is, I just kept crawling, and it kept working.  Oh, Im glad youre okay. Are we ever going to stop paying for indulging your father Our children, our planet, our jobs Is there anything left to lose"
3,1,The Rickshank Rickdemption,Beth,"Just each other, and Ill never let you go. And Im so sorry I ever did this to us."
3,1,The Rickshank Rickdemption,Rick,Guess who dismantled the government
3,1,The Rickshank Rickdemption,Beth,Please dont leave me again.
3,1,The Rickshank Rickdemption,Rick,"I never will, baby."
3,1,The Rickshank Rickdemption,Summer,I was right. He turned himself in on purpose. It was all part of his plan
3,1,The Rickshank Rickdemption,Rick,"Jerry, is there any light beer left Its insane what you miss in prison."
3,1,The Rickshank Rickdemption,Jerry,"Um..okay. No. No, no, no. Foot down time."
3,1,The Rickshank Rickdemption,Rick,"No, youre right. Wheres the vodka"
3,1,The Rickshank Rickdemption,Jerry,"Beth, its him or me"
3,1,The Rickshank Rickdemption,Rick,"Seems like you guys need some privacy. Ill, uh -- Ill be in the garage."
3,1,The Rickshank Rickdemption,Rick,"What the fuck Not cool, Jerry A mans garage is his castle."
3,1,The Rickshank Rickdemption,Beth,Jerrys going to spend some time divorced.
3,1,The Rickshank Rickdemption,Rick,"Oh, I-Im sorry to hear that, sweetie. I hope I had nothing to do with that."
3,1,The Rickshank Rickdemption,Beth,"Oh, God, Dad, that is not your burden to bear. I feel terrible that I misjudged you. This is gonna be good for Jerry."
3,1,The Rickshank Rickdemption,Rick,For everybody.
3,1,The Rickshank Rickdemption,Beth,For everybody.
3,1,The Rickshank Rickdemption,Beth,I better tend to Jerry before he changes his mind and doesnt move out. I will leave you two to your adventures.
3,1,The Rickshank Rickdemption,Summer,"Oh, my God. Nancy says theyre drawing and quartering aliens in the school courtyard, and it technically counts as patriotism."
3,1,The Rickshank Rickdemption,Morty,"Geez Are my parents seriously gonna get divorced All right, Rick, Im gonna go to my --"
3,1,The Rickshank Rickdemption,Rick,"Not so fast, Morty. You heard your mom. Weve got adventures to go on, Morty -- just you and me -- and sometimes your sister and sometimes your mom, but never your dad. You want to know why, Morty Because he crossed me."
3,1,The Rickshank Rickdemption,Morty,"Okay, take it easy, Rick. T-T-Thats dark."
3,1,The Rickshank Rickdemption,Rick,"Oh, it gets darker, Morty. Welcome to the darkest year of our adventures. First thing thats different -- no more Dad, Morty."
3,1,The Rickshank Rickdemption,Morty,"Oh, geez."
3,1,The Rickshank Rickdemption,Rick,"He threatened to turn me in to the government, so I made him and the government go away."
3,1,The Rickshank Rickdemption,Morty,"Oh, fuck."
3,1,The Rickshank Rickdemption,Rick,Ive replaced them both as the de facto patriarch of your family and your universe. Your mom wouldnt have accepted me if I came home -
